HY_id|TM_Est
6028522|67.08938136301919
6028548|64.58257981631229
6028571|66.61682427100607
6028627|54.405562827386575
6028629|68.0034188033556
6028637|59.87126862639984
6028942|52.82704481444621
6028999|41.31402130287312
6029035|67.2906823668473
6029036|65.18494239011386
6029037|48.42956128533292
6029052|65.04246155871002
6029065|56.63443837239445
6029171|77.89285779914718
6029195|58.295468568602956
6029210|71.78221007961278
6029241|62.73913823175597
6029247|20.496264741883472
6029313|29.44367291054111
6029317|41.330739710978655
6029323|18.599971247677782
6029385|45.74765917632829
6029421|46.44059780805248
6029433|17.617310312190472
6029648|60.12663073691749
6029670|53.60695535220986
6029839|51.7698028243192
6029872|63.30920320861957
6029884|54.539389050642995
6029909|13.640382316534563
6029911|23.02910447695801
6030067|27.081597680614205
6030165|97.45715725275934
6030226|72.80555135836326
6030229|84.57429229344737
6030265|79.34117597255818
6030304|83.8284394270764
6030320|56.598360921715695
6030323|59.80286146880489
6030330|88.99620320280059
6030353|61.011994090853975
6030361|58.211159442767176
6030487|23.579541803713113
6030493|13.42912719380818
6030495|23.62541120996332
6030501|2.0919154295899154
6030522|10.96078881309028
6030782|55.27044790005016
6030803|46.04675942837403
6030805|30.043905235422894
6030869|59.32908959730409
6030872|58.31390763140021
6030874|48.888927362788884
6030909|58.946017130124645
6030940|43.26434532713275
6030942|48.62561539165865
6030972|60.95787354429111
6030999|52.474685800964046
6031007|57.78585762232331
6031123|56.45225093961836
6031127|58.46856654628569
6031147|26.330596744785357
6031276|79.54860894899522
6031281|57.46785215304852
6031283|73.52121542395165
6031284|73.39541602567687
6031294|17.89718746410886
6031313|66.54084881411566
6031328|18.928045320717523
6031372|76.22406755043758
6031507|77.67046440872895
6031524|19.290255734718137
6031551|14.457356222948265
6031559|24.424295159613454
6031605|64.06714445818582
6031617|32.763271774333944
6031626|46.86178667648123
6031656|78.40250814568327
6031749|19.84825428774752
6031758|53.13092865341883
6031819|70.97424653878545
6031820|51.51414594081051
6031831|54.72830739050335
6031835|63.2747278343932
6031836|41.95583249265372
6031877|79.97856842107362
6031886|60.07070590220171
6031906|33.568202088809436
6031939|72.70853675520854
6031944|51.69797297731333
6031955|63.65727059022934
6031977|66.26024226952688
6032048|59.400663570379834
6032161|62.74528484849167
6032163|65.10472723554298
6032216|75.26412823827903
6032373|68.6331095447402
6032375|55.36004377162333
6032616|53.59318511407708
6032635|71.48605001433629
6032654|49.0455443730698
6032692|19.262060649459595
6032711|28.74995569631067
6032743|56.03350308792783
6033076|26.447363900141234
6033248|45.66585687270471
6033253|44.014665455320426
6033273|25.686247283915513
6033279|21.525783221867393
6033300|30.590032074778332
6033301|57.11162586099588
6033339|40.64565517215476
6033342|31.836735986191197
6033344|15.494021930482003
6033346|0.21557914827057856
6033348|32.48128405361392
6033447|57.58667894148257
6033470|27.553678892292982
6033502|25.264363760818497
6033570|64.60253203832463
6033626|68.89813208055952
6033649|71.82539516224679
6033680|41.97863596083245
6033682|62.13300934125683
6033709|41.095596344629065
6033730|36.90062940272477
6033760|77.32028748008219
6033809|71.6544948688576
6034063|75.28111524036103
6034192|63.86383098582156
6034245|55.924668446969626
6034299|63.316358082539026
6034316|47.0652289566398
6034327|54.741542623762044
6034335|59.921087122642895
6034336|65.89946780166244
6034349|49.92779180445391
6034368|52.9734128861261
6034476|21.890277612983134
6034496|19.33900638137136
6034497|43.81935098147504
6034507|22.14858660012792
6034511|21.363617364606693
6034530|57.415013022582414
6034662|51.553614526697
6034664|18.383487322180507
6034668|11.024943760069112
6034682|30.39643327782534
6034739|28.36963257314612
6034838|62.08892022497383
6034939|59.38549376520239
6034947|67.36692036974904
6034957|54.6933151081851
6034978|64.45716248616444
6035001|29.378684476175174
6035059|40.258016979673876
6035073|69.24394657254308
6035079|72.07675030880242
6035099|26.099429530174724
6035107|21.079128899341615
6035116|15.224420838278034
6035122|71.95455087885486
6035265|49.54868819293551
6035313|22.66917146240478
6035319|27.220108775348248
6035453|72.52413239289658
6035526|40.3319529577663
6035528|19.900919057553878
6035529|30.78952610401079
6035539|38.211944427162294
6035540|14.56492930574707
6035548|23.19359876457167
6035685|69.74659596530455
6035721|53.828448815848745
6035785|36.439882674438216
6035802|70.80061596799791
6035821|68.69237914121118
6035834|79.95880691140684
6035842|57.35542031296396
6035843|39.007467388578306
6035877|55.44564713462918
6035893|59.880889973151014
6036002|58.12313934931841
6036019|90.71440947836149
6036064|58.24272027071355
6036079|55.94611967470834
6036112|62.5705097245039
6036144|50.53304455917227
6036167|63.374228729937094
6036190|69.90343580665154
6036193|43.04852391103613
6036224|56.521233224504506
6036267|52.49831842224235
6036302|67.85214810331405
6036357|62.24509477012904
6036362|68.14492185527075
6036410|45.133786787254486
6036414|55.615994927659564
6036424|52.94076587868477
6036468|45.06418472887999
6036512|58.984866880427326
6036586|28.711143838662462
6036594|71.53082201047187
6036608|62.53115690814889
6036617|12.779877908954717
6036624|66.02703339429644
6036627|62.0095790266751
6036664|18.202238890258887
6036666|19.99416698535711
6036684|72.38234593209307
6036697|24.38521577915531
6036700|53.946845610416595
6036715|16.618721924671107
6036716|30.65616703742747
6036847|20.80481579312636
6036868|40.05210545216194
6036881|49.816394947522504
6036906|20.657342227597493
6036913|83.80428344796255
6036971|69.0615634470876
6036972|69.0615634470876
6037089|10.996523773381336
6037144|24.764814344612113
6037239|52.787038510761164
6037393|69.65179420037785
6037409|82.27796368627776
6037442|45.90322335806517
6037466|63.7520810923432
6037490|29.797018044686627
6037536|50.796698750320346
6037544|52.53767755305085
6037597|52.83187362287281
6037660|78.36300441810354
6037667|40.71257310723722
6037675|50.26846158339503
6037745|72.4843020999003
6037768|22.655179837503702
6037779|55.8140307399228
6037809|59.91560039892967
6037818|77.33213261327973
6037862|56.53807793982559
6037865|77.86906097725588
6037918|56.214287089041186
6037939|63.158093193097834
6037995|63.012050843363355
6038017|52.35212400890924
6038063|61.47122905171604
6038070|97.69327590336442
6038123|46.06071262532458
6038192|54.849552444027424
6038236|53.03721190449654
6038281|64.0034269158784
6038299|67.57131947988361
6038343|54.224000467258776
6038347|27.331244056098445
6038470|45.74355398241448
6038474|44.48207751060825
6038493|16.63578971654562
6038504|52.720208540445036
6038507|60.54252152999679
6038513|65.28498351874799
6038538|18.796446201561373
6038566|9.057677189221582
6038573|11.450430258296052
6038898|67.45974963703785
6038902|75.33966099718097
6038977|65.23410189946992
6038986|82.3331434584708
6038993|72.59577699693023
6039007|74.62674738104116
6039010|72.88997444113022
6039011|94.26723213617362
6039020|76.9178590899192
6039039|17.11854722524069
6039176|17.016853918291414
6039192|14.978718442264217
6039207|9.742595313609753
6039333|43.32307803996905
6039353|43.96971334290791
6039371|55.80396277930635
6039641|59.45457566439934
6039661|57.77434077115301
6039669|60.068057469129826
6039708|48.45120182801218
6039776|27.59076553584712
6039810|23.423799326298965
6039833|19.57853675221354
6039849|20.74351447167307
6039864|11.770547492733977
6039934|23.341443105104847
6039968|38.43707378606073
6039971|51.43472496265024
6040235|44.16204940400514
6040439|56.71611132579174
6040498|71.12788414996203
6040553|67.97521840655799
6040555|78.15504550455415
6040615|62.049024793685064
6040627|86.8214242557614
6040854|30.526777835709442
6040929|73.76111278360767
6040931|41.65530490346782
6041082|39.29502128844594
6041132|69.16215078262684
6041234|43.85599046628048
6041235|60.57759348799818
6041255|62.00523345465789
6041323|44.40163292836239
6041356|14.517204827910087
6041373|31.52408777039616
6041400|19.653519897796343
6041407|18.55294913347499
6041411|9.994357680196856
6041493|61.68173478004199
6041561|80.64958691440268
6041565|57.86552803920898
6041645|56.81296934627064
6041687|32.67017912900598
6041694|24.159691130368024
6041703|72.85292542607903
6041705|5.6231629568157455
6041813|57.66863651681587
6041996|70.26982499987412
6042006|65.81696385875631
6042016|74.18503315134419
6042151|61.990860431550324
6042295|12.974639306584187
6042306|43.841603306662726
6042311|39.16589604231409
6042316|51.22321648768813
6042325|50.67993346857936
6042361|59.55957006446647
6042380|26.053646009155646
6042473|70.89075190831915
6042498|21.727566470691247
6042654|6.991208457811058
6042655|13.8089460634591
6042677|49.474010225828955
6042707|25.092137544440924
6042735|7.986728610711859
6042764|22.406867054839896
6042824|57.482619799010024
6042827|61.67166176946215
6042836|65.63151850955819
6042969|16.29854376506808
6042972|16.299975936589792
6042996|82.6842989878109
6043016|58.71786403935858
6043040|20.916700083424608
6043053|63.13858835236768
6043056|72.86642311358125
6043208|8.216909469218677
6043243|9.053843952928043
6043244|5.532759242419984
6043361|68.53217194154087
6043432|54.52496883506931
6043516|60.12648987636941
6043533|54.13601098951803
6043573|53.3718451523288
6043610|44.85294382691935
6043630|62.051744046361534
6043639|30.39196650854509
6043640|65.3942818110246
6043653|49.80653575677126
6043655|71.81281537777878
6043675|67.47057931294373
6043682|84.8684697905878
6043706|55.78745017829557
6043715|53.17166163044857
6043726|62.36177013291563
6043739|16.50336774150072
6043775|19.59113468653462
6043793|57.3835911962164
6043798|60.94062767681975
6043813|65.2773665151652
6043814|66.371834034116
6043921|27.243330308897583
6043949|81.55069148701301
6075773|56.905365815330775
6075911|76.9619143861159
6076152|67.40390307657671
6076330|75.2233994496325
6076353|58.885214561396126
6076361|45.1880608387275
6076653|58.480466790049995
6076913|72.26235649044668
6076953|58.64487947605808
6077090|50.03970481858149
