HY_antiguedad,HY_metros_utiles,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_ascensor,HY_trastero,HY_num_garajes,HY_precio,HY_precio_anterior,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_ind_elasticidad,IDEA_ind_liquidez,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,GA_quincena_ini,GA_quincena_ult,num_fotos,tiene_fotos,tipo_Trastero,tipo_Dúplex,tipo_Suelo rústico no urbanizable,tipo_Chalet independiente,tipo_Solar,tipo_Aparcamiento,tipo_Garaje,tipo_Otro,tipo_Oficina,tipo_Nave adosada,tipo_Nave aislada,tipo_Ático,tipo_Chalet adosado,tipo_Almacén,tipo_Casa de pueblo,tipo_Chalet pareado,tipo_Local,tipo_Piso,tipo_Edificio turístico,tipo_Edificio comercial,provincia_01,provincia_02,provincia_03,provincia_04,provincia_05,provincia_06,provincia_07,provincia_08,provincia_09,provincia_10,provincia_11,provincia_12,provincia_13,provincia_14,provincia_15,provincia_16,provincia_17,provincia_18,provincia_19,provincia_20,provincia_21,provincia_22,provincia_23,provincia_24,provincia_25,provincia_26,provincia_27,provincia_28,provincia_29,provincia_30,provincia_31,provincia_32,provincia_33,provincia_34,provincia_35,provincia_36,provincia_37,provincia_38,provincia_39,provincia_40,provincia_41,provincia_42,provincia_43,provincia_44,provincia_45,provincia_46,provincia_47,provincia_48,provincia_49,provincia_50,provincia_51,provincia_52,tiene_provincia,tiene_descripcion,tiene_distribucion,tiene_certificado,cert_nan,cert_F,cert_C,cert_D,cert_E,cert_G,HY_id
0.9906153188975121,0.0002648183556405354,0.00035468451242829833,0.0,0.0,0.0,0.0,0.0,0.0021307423506349613,-0.0013594259655644095,0.0006403144971236274,0.015460990309402994,0.025797007775221946,0.0,0.0,0.0,0.4266666666666667,0.0,0.68,0.0,0.0,0.0,0.046511627906976744,0.13186813186813187,1.0,1.0,0.0,0.0,0.1951219512195122,0.483999183006536,0.5,0.5,0.22302632650070825,0.11316628254097029,0.004086398131932283,0.9228713249331806,0.15531328581786769,0.16238351307189544,0.005349474882301205,0.0,0.006760270410816433,0.1771,0.225,0.2553191489361702,0.9574468085106383,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6028522
0.9786706349206349,0.0016889738687061824,0.0020235818992989166,0.020202020202020204,0.0,0.0,0.0,0.0,0.019986363248955936,-0.0053244183651272705,0.0011574440934023526,0.017549323123706242,0.016196794859608767,0.14583333333333334,0.14583333333333334,0.14141414141414144,0.13333333333333333,0.09999999999999999,0.55,0.07142857142857142,0.0,0.0,0.20930232558139533,0.4725274725274725,0.5529411764705883,0.0,0.0,1.0,0.18292682926829268,0.4558333333333333,0.3,0.5,0.1931322349033718,0.15312099639951854,0.24985405720957385,0.9562810232913326,0.2163650668764752,0.25397333333333333,0.014775725593667546,0.9658797491700479,0.11076443057722309,0.3671,0.1199,0.02127659574468085,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,6028548
0.9801587301587301,0.0013992989165073294,0.0017492033142128744,0.010101010101010102,0.0,1.0,0.0,0.0,0.02458876672632745,-0.006457273336430945,0.0006060450134299328,0.011137775009617322,0.01963766325114537,0.33333333333333337,0.33333333333333337,0.14141414141414144,0.10666666666666667,0.3,0.22,0.14285714285714285,0.0,0.0,0.09302325581395349,0.5604395604395604,0.5058823529411764,0.0,1.0,0.0,0.17073170731707318,0.41583333333333333,1.0,0.0,0.1897885088162029,0.14922472065291026,0.02568593111500292,0.9484536082474226,0.18843430369787567,0.11666666666666667,0.0005277044854881266,0.0,0.046671866874674985,0.2833,0.17989999999999998,0.02127659574468085,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,6028571
0.996031746031746,0.0013672721478648821,0.0018189929891650732,0.020202020202020204,0.0,1.0,0.0,0.0,0.026080286371771927,-0.006910415324952414,0.01326908050167819,0.18225348905980535,0.01783066419351422,0.0003720238095238096,0.0003720238095238096,0.11724386724386725,0.21285714285714286,0.28526785714285713,0.48750000000000004,0.2002551020408163,0.0,0.010989010989010988,0.0739202657807309,0.6308869701726842,0.4191176470588235,0.1712962962962963,0.5138888888888888,0.18981481481481483,0.23540940766550525,0.5648214285714285,0.575,0.09375,0.15055896424443013,0.09203577982917667,0.22030064214827788,0.9493740795287187,0.18048218500618185,0.15880053571428573,0.004947229551451188,0.9527289613742953,0.005070202808112325,0.1429,0.10869999999999999,0.3404255319148936,0.9361702127659575,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,6028627
0.996031746031746,0.0013624920331421289,0.0018189929891650732,0.020202020202020204,0.0,1.0,0.0,0.0,0.026080286371771927,-0.006910415324952414,0.010183079313787036,0.19505761233948232,0.020455107123167882,0.0,0.0,0.12121212121212122,0.17333333333333334,0.2875,0.51,0.21428571428571425,0.0,0.0,0.06976744186046512,0.6373626373626373,0.4117647058823529,0.2,0.6,0.2,0.24390243902439027,0.5608333333333334,0.6,0.0,0.1418895817391446,0.08376256266847827,0.2428488032691185,0.9539900725467735,0.18056648308418566,0.1545,0.00474934036939314,0.9529693839911473,0.010270410816432657,0.0,0.1691,0.1276595744680851,0.9148936170212766,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,6028629
0.9826388888888888,0.0014340344168260039,0.00194295729764181,0.010101010101010102,0.0,0.0,0.0,0.0,0.03694707236001023,-0.010875407724515276,0.012758333247573864,0.31103335836890217,0.026044141969089215,0.125,0.125,0.13131313131313133,0.22666666666666668,0.25,0.37,0.21428571428571425,0.0,0.07692307692307693,0.11627906976744187,0.5274725274725275,0.49411764705882355,0.56,0.11,0.33,0.1951219512195122,0.32,0.8,0.5,0.2444440826427443,0.14811902374176195,0.5061295971978984,0.9341351660939289,0.18882769472856017,0.14757666666666666,0.00949868073878628,0.9706750276650683,0.033931357254290175,0.2041,0.11470000000000001,0.02127659574468085,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,6028637
0.996031746031746,0.0011539196940726578,0.0013064053537284895,0.010101010101010102,0.0,1.0,0.0,0.0,0.019815903860905138,-0.005211132867996903,0.010183079313787036,0.19505761233948232,0.020455107123167882,0.0,0.0,0.12121212121212122,0.17333333333333334,0.2875,0.51,0.21428571428571425,0.0,0.0,0.06976744186046512,0.6373626373626373,0.4117647058823529,0.2,0.6,0.2,0.24390243902439027,0.5608333333333334,0.6,0.0,0.1418895817391446,0.08376256266847827,0.2428488032691185,0.9539900725467735,0.18056648308418566,0.1545,0.00474934036939314,0.9529693839911473,0.06266250650026,0.1788,0.1112,0.02127659574468085,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,6028942
0.996031746031746,0.0002044295729764181,0.0002044295729764181,0.0,0.0,0.0,0.0,0.0,0.0029404244438762466,-0.004078277896693228,0.010183079313787036,0.19505761233948232,0.020455107123167882,0.0,0.0,0.12121212121212122,0.17333333333333334,0.2875,0.51,0.21428571428571425,0.0,0.0,0.06976744186046512,0.6373626373626373,0.4117647058823529,0.2,0.6,0.2,0.24390243902439027,0.5608333333333334,0.6,0.0,0.1418895817391446,0.08376256266847827,0.2428488032691185,0.9539900725467735,0.18056648308418566,0.1545,0.00474934036939314,0.9529693839911473,0.007280291211648466,0.0667,0.0721,0.19148936170212766,0.9574468085106383,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6028999
0.9771825396825397,0.0008347673677501594,0.001051625239005736,0.010101010101010102,0.0,0.0,0.0,0.0,0.04431944089320719,0.025744724678839898,0.0004739068240524436,0.23774020407041713,0.5358059426268464,0.14583333333333334,0.14583333333333334,0.41414141414141414,0.18666666666666668,0.1625,0.18,0.4285714285714285,0.05263157894736842,0.0,0.023255813953488372,0.6923076923076923,0.3411764705882353,0.5,0.0,0.5,0.25609756097560976,0.5,0.6,0.5,0.30558563032187686,0.21321289798688678,0.19906596614127262,0.9503627338678885,0.35601888276947286,0.24908333333333332,0.017414248021108178,0.9644042788638879,0.005850234009360375,0.2236,0.3155,0.2978723404255319,0.9787234042553191,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,6029035
0.9791666666666666,0.0011982154238368388,0.0015788718929254303,0.020202020202020204,0.0,0.0,0.0,0.0,0.02586721213670843,-0.006910415324952414,0.0006639841104856387,0.0480316547289747,0.07725795106742962,0.5416666666666667,0.5416666666666667,0.20202020202020204,0.13333333333333333,0.08750000000000001,0.11,0.4285714285714285,0.0,0.07692307692307693,0.046511627906976744,0.6483516483516483,0.3764705882352941,0.33,0.67,0.0,0.13414634146341464,0.7799999999999999,0.628031123108527,0.5161951659618094,0.1960892854235522,0.11069221222615148,0.15002918855808522,0.9425353188239786,0.5228166797797009,0.4875,0.005804749340369393,0.9300995942456658,0.06617264690587624,0.11109999999999999,0.0757,0.02127659574468085,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,6029036
